probe,arch,layer,domain,aggregation,n,auroc,tpr@1%fpr,tpr@5%fpr,threshold,TP,TN,FP,FN
logreg/L48,logreg,48,entertainment,last_pooled,746,0.5542,0.0394,0.0879,0.0009,249,152,264,81
logreg/L48,logreg,48,healthcare,last_pooled,746,0.5542,0.0394,0.0879,0.0009,249,152,264,81
logreg/L48,logreg,48,social,last_pooled,746,0.5542,0.0394,0.0879,0.0009,249,152,264,81
logreg/L46,logreg,46,entertainment,mean,160,0.5541,0.055,0.1376,0.1663,33,44,7,76
logreg/L21,logreg,21,education,mean,150,0.5536,0.075,0.15,0.3956,9,103,7,31
logreg/L22,logreg,22,entertainment,top5_mean,160,0.5536,0.0,0.2936,1.0,32,49,2,77
logreg/L48,logreg,48,education,top5_mean,150,0.5536,0.025,0.05,0.597,34,39,71,6
logreg/L52,logreg,52,economy,last_pooled,746,0.5535,0.0394,0.1212,0.0025,162,259,157,168
logreg/L52,logreg,52,education,last_pooled,746,0.5535,0.0394,0.1212,0.0025,162,259,157,168
logreg/L52,logreg,52,entertainment,last_pooled,746,0.5535,0.0394,0.1212,0.0025,162,259,157,168
logreg/L52,logreg,52,healthcare,last_pooled,746,0.5535,0.0394,0.1212,0.0025,162,259,157,168
logreg/L52,logreg,52,social,last_pooled,746,0.5535,0.0394,0.1212,0.0025,162,259,157,168
logreg/L67,logreg,67,economy,threshold_05,132,0.5531,0.0175,0.0526,0.1953,19,62,13,38
logreg/L38,logreg,38,economy,last,132,0.553,0.0877,0.2105,0.0446,12,72,3,45
svm_rbf/L26,svm_rbf,26,economy,top5_mean_pooled,746,0.5529,0.0273,0.1182,0.5943,65,375,41,265
svm_rbf/L26,svm_rbf,26,education,top5_mean_pooled,746,0.5529,0.0273,0.1182,0.5943,65,375,41,265
svm_rbf/L26,svm_rbf,26,entertainment,top5_mean_pooled,746,0.5529,0.0273,0.1182,0.5943,65,375,41,265
svm_rbf/L26,svm_rbf,26,healthcare,top5_mean_pooled,746,0.5529,0.0273,0.1182,0.5943,65,375,41,265
svm_rbf/L26,svm_rbf,26,social,top5_mean_pooled,746,0.5529,0.0273,0.1182,0.5943,65,375,41,265
logreg/L24,logreg,24,education,top10_mean,150,0.5526,0.1,0.175,0.9924,23,67,43,17
logreg/L28,logreg,28,social,last,147,0.5526,0.0563,0.1408,0.9937,10,75,1,61
logreg/L19,logreg,19,economy,top10_mean,132,0.5525,0.0,0.2105,1.0,14,71,4,43
logreg/L50,logreg,50,education,mean,150,0.5525,0.1,0.2,0.1158,11,98,12,29
logreg/L74,logreg,74,economy,mean_pooled,746,0.5524,0.0061,0.0485,0.1388,253,137,279,77
logreg/L74,logreg,74,education,mean_pooled,746,0.5524,0.0061,0.0485,0.1388,253,137,279,77
logreg/L74,logreg,74,entertainment,mean_pooled,746,0.5524,0.0061,0.0485,0.1388,253,137,279,77
logreg/L74,logreg,74,healthcare,mean_pooled,746,0.5524,0.0061,0.0485,0.1388,253,137,279,77
logreg/L74,logreg,74,social,mean_pooled,746,0.5524,0.0061,0.0485,0.1388,253,137,279,77
logreg/L80,logreg,80,economy,top10_mean,132,0.5517,0.0,0.0175,0.9945,45,30,45,12
svm_rbf/L40,svm_rbf,40,social,threshold_05,147,0.5517,0.0563,0.1127,0.0035,11,72,4,60
logreg/L41,logreg,41,entertainment,top5_mean,160,0.5516,0.0,0.0642,0.9884,58,31,20,51
logreg/L56,logreg,56,economy,mean,132,0.5516,0.0175,0.0702,0.0526,54,14,61,3
logreg/L71,logreg,71,economy,threshold_05,132,0.5515,0.0175,0.0175,0.3077,19,60,15,38
logreg/L21,logreg,21,education,top5_mean,150,0.5514,0.0,0.0,0.9998,28,48,62,12
logreg/L32,logreg,32,entertainment,top5_mean,160,0.5514,0.0459,0.1284,0.9417,47,35,16,62
logreg/L33,logreg,33,entertainment,max,160,0.5514,0.055,0.0642,0.9919,41,40,11,68
logreg/L74,logreg,74,economy,threshold_05_pooled,746,0.5514,0.0061,0.0394,0.1154,254,138,278,76
logreg/L74,logreg,74,education,threshold_05_pooled,746,0.5514,0.0061,0.0394,0.1154,254,138,278,76
logreg/L74,logreg,74,entertainment,threshold_05_pooled,746,0.5514,0.0061,0.0394,0.1154,254,138,278,76
logreg/L74,logreg,74,healthcare,threshold_05_pooled,746,0.5514,0.0061,0.0394,0.1154,254,138,278,76
logreg/L74,logreg,74,social,threshold_05_pooled,746,0.5514,0.0061,0.0394,0.1154,254,138,278,76
logreg/L77,logreg,77,economy,top10_mean_pooled,746,0.5511,0.0091,0.0545,0.9617,231,168,248,99
logreg/L77,logreg,77,education,top10_mean_pooled,746,0.5511,0.0091,0.0545,0.9617,231,168,248,99
logreg/L77,logreg,77,entertainment,top10_mean_pooled,746,0.5511,0.0091,0.0545,0.9617,231,168,248,99
logreg/L77,logreg,77,healthcare,top10_mean_pooled,746,0.5511,0.0091,0.0545,0.9617,231,168,248,99
logreg/L77,logreg,77,social,top10_mean_pooled,746,0.5511,0.0091,0.0545,0.9617,231,168,248,99
mlp/L40,mlp,40,education,threshold_05,150,0.5511,0.125,0.25,0.0684,10,105,5,30
logreg/L59,logreg,59,economy,top10_mean,132,0.551,0.0526,0.1053,0.7795,52,20,55,5
logreg/L55,logreg,55,economy,top5_mean,132,0.5508,0.0351,0.1579,0.9434,48,21,54,9
logreg/L78,logreg,78,economy,top5_mean,132,0.5502,0.0175,0.1404,0.9969,15,70,5,42
mlp/L40,mlp,40,entertainment,top5_mean,160,0.5499,0.0092,0.055,0.9442,62,30,21,47
svm_rbf/L5,svm_rbf,5,social,max,147,0.5499,0.0,0.0563,0.6865,27,59,17,44
logreg/L16,logreg,16,social,top10_mean,147,0.5498,0.0,0.0282,0.9997,39,46,30,32
logreg/L21,logreg,21,education,top10_mean,150,0.5498,0.0,0.075,1.0,15,84,26,25
logreg/L21,logreg,21,education,threshold_05,150,0.5498,0.05,0.125,0.3128,15,87,23,25
logreg/L66,logreg,66,economy,top10_mean,132,0.5497,0.1053,0.1579,0.9981,11,70,5,46
logreg/L68,logreg,68,economy,threshold_05,132,0.5497,0.0175,0.0526,0.2843,15,65,10,42
mlp/L60,mlp,60,economy,threshold_05,132,0.5497,0.0526,0.193,0.1942,18,66,9,39
logreg/L38,logreg,38,entertainment,top10_mean,160,0.5496,0.0183,0.156,0.7437,89,19,32,20
logreg/L43,logreg,43,economy,max,132,0.5496,0.0,0.1053,0.8642,51,20,55,6
logreg/L62,logreg,62,economy,threshold_05_pooled,746,0.5496,0.0091,0.0606,0.1339,142,277,139,188
logreg/L62,logreg,62,education,threshold_05_pooled,746,0.5496,0.0091,0.0606,0.1339,142,277,139,188
logreg/L62,logreg,62,entertainment,threshold_05_pooled,746,0.5496,0.0091,0.0606,0.1339,142,277,139,188
logreg/L62,logreg,62,healthcare,threshold_05_pooled,746,0.5496,0.0091,0.0606,0.1339,142,277,139,188
logreg/L62,logreg,62,social,threshold_05_pooled,746,0.5496,0.0091,0.0606,0.1339,142,277,139,188
logreg/L80,logreg,80,economy,top5_mean,132,0.5496,0.0,0.0175,0.9983,47,24,51,10
logreg/L69,logreg,69,economy,max,132,0.5495,0.0,0.0877,0.9999,27,50,25,30
logreg/L45,logreg,45,economy,threshold_05,132,0.5494,0.0877,0.1404,0.0111,52,19,56,5
logreg/L2,logreg,2,economy,mean,132,0.549,0.0,0.0877,0.9828,18,61,14,39
logreg/L52,logreg,52,economy,mean,132,0.549,0.0175,0.0702,0.0869,44,29,46,13
logreg/L61,logreg,61,economy,top10_mean,132,0.549,0.0877,0.1579,0.9869,19,60,15,38
logreg/L56,logreg,56,economy,last,132,0.5489,0.0,0.1053,0.0001,26,59,16,31
logreg/L70,logreg,70,economy,top5_mean,132,0.5489,0.1228,0.1579,0.9996,16,64,11,41
logreg/L76,logreg,76,economy,top10_mean_pooled,746,0.5489,0.0,0.0303,0.8242,293,101,315,37
logreg/L76,logreg,76,education,top10_mean_pooled,746,0.5489,0.0,0.0303,0.8242,293,101,315,37
logreg/L76,logreg,76,entertainment,top10_mean_pooled,746,0.5489,0.0,0.0303,0.8242,293,101,315,37
logreg/L76,logreg,76,healthcare,top10_mean_pooled,746,0.5489,0.0,0.0303,0.8242,293,101,315,37
logreg/L76,logreg,76,social,top10_mean_pooled,746,0.5489,0.0,0.0303,0.8242,293,101,315,37
logreg/L28,logreg,28,education,max,150,0.5488,0.0,0.025,0.9991,26,56,54,14
logreg/L39,logreg,39,entertainment,top10_mean,160,0.5488,0.0,0.156,0.9527,49,36,15,60
logreg/L63,logreg,63,economy,threshold_05_pooled,746,0.5488,0.0091,0.0667,0.0221,302,68,348,28
logreg/L63,logreg,63,education,threshold_05_pooled,746,0.5488,0.0091,0.0667,0.0221,302,68,348,28
logreg/L63,logreg,63,entertainment,threshold_05_pooled,746,0.5488,0.0091,0.0667,0.0221,302,68,348,28
logreg/L63,logreg,63,healthcare,threshold_05_pooled,746,0.5488,0.0091,0.0667,0.0221,302,68,348,28
logreg/L63,logreg,63,social,threshold_05_pooled,746,0.5488,0.0091,0.0667,0.0221,302,68,348,28
logreg/L21,logreg,21,entertainment,top5_mean,160,0.5487,0.0,0.0,1.0,31,47,4,78
logreg/L47,logreg,47,entertainment,mean,160,0.5487,0.055,0.1009,0.1888,35,43,8,74
logreg/L52,logreg,52,economy,threshold_05,132,0.5487,0.0175,0.0702,0.1062,37,38,37,20
logreg/L16,logreg,16,healthcare,mean,157,0.5486,0.0566,0.1321,0.3765,17,83,21,36
logreg/L25,logreg,25,entertainment,last,160,0.5479,0.1376,0.1468,0.0045,52,36,15,57
logreg/L69,logreg,69,economy,mean,132,0.5476,0.0175,0.0702,0.2982,17,65,10,40
logreg/L32,logreg,32,economy,mean,132,0.5474,0.0,0.0351,0.0234,43,32,43,14
logreg/L64,logreg,64,economy,top10_mean,132,0.5474,0.0877,0.1404,0.9885,22,56,19,35
logreg/L77,logreg,77,economy,top5_mean_pooled,746,0.5472,0.0,0.0455,0.988,228,173,243,102
logreg/L77,logreg,77,education,top5_mean_pooled,746,0.5472,0.0,0.0455,0.988,228,173,243,102
logreg/L77,logreg,77,entertainment,top5_mean_pooled,746,0.5472,0.0,0.0455,0.988,228,173,243,102
logreg/L77,logreg,77,healthcare,top5_mean_pooled,746,0.5472,0.0,0.0455,0.988,228,173,243,102
logreg/L77,logreg,77,social,top5_mean_pooled,746,0.5472,0.0,0.0455,0.988,228,173,243,102
svm_rbf/L5,svm_rbf,5,entertainment,last,160,0.5472,0.0367,0.1376,0.4933,42,41,10,67
logreg/L10,logreg,10,social,top10_mean,147,0.5469,0.0,0.0,0.9998,47,39,37,24
logreg/L3,logreg,3,economy,top5_mean,132,0.5469,0.0175,0.0351,0.9993,45,28,47,12
logreg/L57,logreg,57,education,last,150,0.5465,0.075,0.1,0.0021,20,72,38,20
logreg/L63,logreg,63,economy,max_pooled,746,0.5464,0.0,0.0455,0.9995,132,285,131,198
logreg/L63,logreg,63,education,max_pooled,746,0.5464,0.0,0.0455,0.9995,132,285,131,198
logreg/L63,logreg,63,entertainment,max_pooled,746,0.5464,0.0,0.0455,0.9995,132,285,131,198
logreg/L63,logreg,63,healthcare,max_pooled,746,0.5464,0.0,0.0455,0.9995,132,285,131,198
logreg/L63,logreg,63,social,max_pooled,746,0.5464,0.0,0.0455,0.9995,132,285,131,198
logreg/L1,logreg,1,social,top5_mean,147,0.5461,0.0,0.0,1.0,71,7,69,0
logreg/L75,logreg,75,economy,mean_pooled,746,0.5461,0.0061,0.0394,0.1894,164,249,167,166
logreg/L75,logreg,75,education,mean_pooled,746,0.5461,0.0061,0.0394,0.1894,164,249,167,166
logreg/L75,logreg,75,entertainment,mean_pooled,746,0.5461,0.0061,0.0394,0.1894,164,249,167,166
logreg/L75,logreg,75,healthcare,mean_pooled,746,0.5461,0.0061,0.0394,0.1894,164,249,167,166
logreg/L75,logreg,75,social,mean_pooled,746,0.5461,0.0061,0.0394,0.1894,164,249,167,166
logreg/L69,logreg,69,economy,threshold_05,132,0.546,0.0175,0.0702,0.299,16,66,9,41
mlp/L55,mlp,55,education,last,150,0.5458,0.05,0.15,0.0001,21,75,35,19
logreg/L32,logreg,32,education,last,150,0.5455,0.0,0.05,0.0525,13,86,24,27
logreg/L56,logreg,56,economy,threshold_05,132,0.5455,0.0175,0.0702,0.0793,41,31,44,16
logreg/L79,logreg,79,social,max,147,0.5455,0.0,0.0141,0.9872,61,26,50,10
logreg/L1,logreg,1,economy,top10_mean_pooled,746,0.5454,0.0,0.0,1.0,294,81,335,36
logreg/L1,logreg,1,education,top10_mean_pooled,746,0.5454,0.0,0.0,1.0,294,81,335,36
logreg/L1,logreg,1,entertainment,top10_mean_pooled,746,0.5454,0.0,0.0,1.0,294,81,335,36
logreg/L1,logreg,1,healthcare,top10_mean_pooled,746,0.5454,0.0,0.0,1.0,294,81,335,36
logreg/L1,logreg,1,social,top10_mean_pooled,746,0.5454,0.0,0.0,1.0,294,81,335,36
mlp/L22,mlp,22,education,max,150,0.5453,0.0,0.0,1.0,26,53,57,14
svm_rbf/L22,svm_rbf,22,education,threshold_05,150,0.5453,0.075,0.125,0.7842,14,88,22,26
svm_rbf/L55,svm_rbf,55,economy,last,132,0.545,0.0175,0.0702,0.3485,49,23,52,8
logreg/L62,logreg,62,economy,max_pooled,746,0.5449,0.0,0.0636,0.9963,223,171,245,107
logreg/L62,logreg,62,education,max_pooled,746,0.5449,0.0,0.0636,0.9963,223,171,245,107
logreg/L62,logreg,62,entertainment,max_pooled,746,0.5449,0.0,0.0636,0.9963,223,171,245,107
logreg/L62,logreg,62,healthcare,max_pooled,746,0.5449,0.0,0.0636,0.9963,223,171,245,107
logreg/L62,logreg,62,social,max_pooled,746,0.5449,0.0,0.0636,0.9963,223,171,245,107
logreg/L54,logreg,54,economy,top5_mean,132,0.5448,0.0351,0.0877,0.7963,54,13,62,3
logreg/L57,logreg,57,economy,top10_mean,132,0.5448,0.0351,0.0877,0.8066,51,19,56,6
logreg/L68,logreg,68,economy,mean,132,0.5448,0.0175,0.0526,0.2552,19,60,15,38
mlp/L15,mlp,15,healthcare,top5_mean,157,0.5447,0.0,0.0,1.0,47,27,77,6
logreg/L16,logreg,16,healthcare,threshold_05,157,0.5445,0.0566,0.1321,0.4226,9,98,6,44
logreg/L3,logreg,3,economy,top10_mean,132,0.5444,0.0,0.0175,0.9987,45,27,48,12
logreg/L43,logreg,43,entertainment,top10_mean,160,0.5443,0.0,0.1835,0.9967,20,49,2,89
svm_rbf/L15,svm_rbf,15,healthcare,mean,157,0.5443,0.0,0.1509,0.5028,30,58,46,23
mlp/L35,mlp,35,economy,last,132,0.5442,0.0351,0.1228,0.0046,27,55,20,30
logreg/L32,logreg,32,economy,last,132,0.544,0.0,0.0702,0.0005,28,50,25,29
logreg/L45,logreg,45,education,top5_mean,150,0.5439,0.025,0.025,0.4561,36,33,77,4
svm_rbf/L35,svm_rbf,35,entertainment,max,160,0.5434,0.0275,0.1743,0.5343,36,45,6,73
svm_rbf/L35,svm_rbf,35,entertainment,threshold_05,160,0.5434,0.1927,0.1927,0.0372,21,51,0,88
logreg/L57,logreg,57,economy,last,132,0.5429,0.0175,0.0702,0.0008,18,62,13,39
logreg/L65,logreg,65,economy,top10_mean,132,0.5429,0.0702,0.1754,0.9989,10,72,3,47
logreg/L65,logreg,65,economy,last_pooled,746,0.5426,0.0061,0.0455,0.0059,111,321,95,219
logreg/L65,logreg,65,education,last_pooled,746,0.5426,0.0061,0.0455,0.0059,111,321,95,219
logreg/L65,logreg,65,entertainment,last_pooled,746,0.5426,0.0061,0.0455,0.0059,111,321,95,219
logreg/L65,logreg,65,healthcare,last_pooled,746,0.5426,0.0061,0.0455,0.0059,111,321,95,219
logreg/L65,logreg,65,social,last_pooled,746,0.5426,0.0061,0.0455,0.0059,111,321,95,219
svm_rbf/L55,svm_rbf,55,education,last,150,0.5423,0.125,0.125,0.3555,27,53,57,13
logreg/L14,logreg,14,healthcare,threshold_05,157,0.5421,0.0189,0.0755,0.6,16,83,21,37
mlp/L50,mlp,50,economy,last,132,0.5421,0.0,0.1228,0.0,25,55,20,32
logreg/L64,logreg,64,economy,top5_mean,132,0.5418,0.0702,0.1404,0.9999,9,71,4,48
logreg/L70,logreg,70,economy,max,132,0.5418,0.0,0.1404,1.0,12,69,6,45
svm_rbf/L30,svm_rbf,30,education,last,150,0.5418,0.0,0.025,0.4217,17,84,26,23
logreg/L22,logreg,22,entertainment,mean,160,0.5415,0.0826,0.3028,0.3416,38,48,3,71
mlp/L55,mlp,55,social,last,147,0.5413,0.0141,0.0141,0.0,60,23,53,11
logreg/L18,logreg,18,economy,top10_mean_pooled,746,0.5411,0.0,0.0,1.0,66,361,55,264
logreg/L18,logreg,18,education,top10_mean_pooled,746,0.5411,0.0,0.0,1.0,66,361,55,264
logreg/L18,logreg,18,entertainment,top10_mean_pooled,746,0.5411,0.0,0.0,1.0,66,361,55,264
logreg/L18,logreg,18,healthcare,top10_mean_pooled,746,0.5411,0.0,0.0,1.0,66,361,55,264
logreg/L18,logreg,18,social,top10_mean_pooled,746,0.5411,0.0,0.0,1.0,66,361,55,264
logreg/L66,logreg,66,economy,top5_mean,132,0.5411,0.0526,0.1579,0.9167,44,27,48,13
logreg/L10,logreg,10,social,max,147,0.5407,0.0,0.0,1.0,52,29,47,19
logreg/L35,logreg,35,economy,last_pooled,746,0.5404,0.0152,0.0727,0.0117,102,326,90,228
logreg/L35,logreg,35,education,last_pooled,746,0.5404,0.0152,0.0727,0.0117,102,326,90,228
logreg/L35,logreg,35,entertainment,last_pooled,746,0.5404,0.0152,0.0727,0.0117,102,326,90,228
logreg/L35,logreg,35,healthcare,last_pooled,746,0.5404,0.0152,0.0727,0.0117,102,326,90,228
logreg/L35,logreg,35,social,last_pooled,746,0.5404,0.0152,0.0727,0.0117,102,326,90,228
logreg/L58,logreg,58,economy,mean,132,0.5404,0.0175,0.0702,0.2605,17,61,14,40
logreg/L75,logreg,75,economy,threshold_05_pooled,746,0.5404,0.0061,0.0424,0.155,177,235,181,153
logreg/L75,logreg,75,education,threshold_05_pooled,746,0.5404,0.0061,0.0424,0.155,177,235,181,153
logreg/L75,logreg,75,entertainment,threshold_05_pooled,746,0.5404,0.0061,0.0424,0.155,177,235,181,153
logreg/L75,logreg,75,healthcare,threshold_05_pooled,746,0.5404,0.0061,0.0424,0.155,177,235,181,153
logreg/L75,logreg,75,social,threshold_05_pooled,746,0.5404,0.0061,0.0424,0.155,177,235,181,153
logreg/L2,logreg,2,economy,threshold_05,132,0.5401,0.0,0.0,0.9692,35,39,36,22
logreg/L42,logreg,42,economy,last,132,0.5401,0.0,0.1228,0.0001,23,56,19,34
logreg/L76,logreg,76,economy,top5_mean_pooled,746,0.5399,0.003,0.0242,0.9555,268,124,292,62
logreg/L76,logreg,76,education,top5_mean_pooled,746,0.5399,0.003,0.0242,0.9555,268,124,292,62
logreg/L76,logreg,76,entertainment,top5_mean_pooled,746,0.5399,0.003,0.0242,0.9555,268,124,292,62
logreg/L76,logreg,76,healthcare,top5_mean_pooled,746,0.5399,0.003,0.0242,0.9555,268,124,292,62
logreg/L76,logreg,76,social,top5_mean_pooled,746,0.5399,0.003,0.0242,0.9555,268,124,292,62
logreg/L24,logreg,24,entertainment,max,160,0.5398,0.0,0.0,1.0,40,40,11,69
mlp/L22,mlp,22,entertainment,mean,160,0.5397,0.1101,0.3394,0.3282,40,48,3,69
logreg/L22,logreg,22,entertainment,threshold_05,160,0.5396,0.0826,0.3028,0.3069,43,46,5,66
mlp/L60,mlp,60,economy,mean,132,0.5392,0.0702,0.193,0.197,18,65,10,39
mlp/L22,mlp,22,entertainment,threshold_05,160,0.5391,0.1101,0.3486,0.3134,41,48,3,68
mlp/L55,mlp,55,economy,last_pooled,746,0.539,0.0333,0.0909,0.0003,69,360,56,261
mlp/L55,mlp,55,education,last_pooled,746,0.539,0.0333,0.0909,0.0003,69,360,56,261
mlp/L55,mlp,55,entertainment,last_pooled,746,0.539,0.0333,0.0909,0.0003,69,360,56,261
mlp/L55,mlp,55,healthcare,last_pooled,746,0.539,0.0333,0.0909,0.0003,69,360,56,261
mlp/L55,mlp,55,social,last_pooled,746,0.539,0.0333,0.0909,0.0003,69,360,56,261
logreg/L2,logreg,2,entertainment,top5_mean,160,0.5389,0.0,0.0,0.9998,102,11,40,7
logreg/L38,logreg,38,entertainment,top5_mean,160,0.5388,0.0,0.0917,0.8973,85,20,31,24
logreg/L79,logreg,79,economy,top10_mean,132,0.5387,0.0,0.0877,0.9388,34,39,36,23
svm_rbf/L70,svm_rbf,70,education,last,150,0.5386,0.0,0.175,0.3692,9,103,7,31
mlp/L50,mlp,50,education,top5_mean,150,0.538,0.025,0.025,0.5048,31,42,68,9
logreg/L66,logreg,66,economy,max,132,0.5379,0.0,0.0702,1.0,12,69,6,45
logreg/L37,logreg,37,economy,last,132,0.5377,0.0702,0.1404,0.0411,14,68,7,43
logreg/L14,logreg,14,healthcare,mean,157,0.5376,0.0189,0.0943,0.4891,41,33,71,12
logreg/L10,logreg,10,social,top5_mean,147,0.5375,0.0,0.0141,0.9999,43,41,35,28
logreg/L73,logreg,73,economy,threshold_05,132,0.5375,0.0175,0.0175,0.316,20,60,15,37
logreg/L23,logreg,23,education,top5_mean,150,0.5373,0.0,0.075,1.0,15,88,22,25
logreg/L48,logreg,48,education,last,150,0.5373,0.0,0.025,0.0009,28,49,61,12
logreg/L53,logreg,53,economy,last,132,0.5373,0.0,0.1228,0.0002,37,38,37,20
logreg/L55,logreg,55,education,last,150,0.537,0.025,0.1,0.0019,21,68,42,19
logreg/L66,logreg,66,economy,last_pooled,746,0.537,0.0212,0.0758,0.0037,165,247,169,165
logreg/L66,logreg,66,education,last_pooled,746,0.537,0.0212,0.0758,0.0037,165,247,169,165
logreg/L66,logreg,66,entertainment,last_pooled,746,0.537,0.0212,0.0758,0.0037,165,247,169,165
logreg/L66,logreg,66,healthcare,last_pooled,746,0.537,0.0212,0.0758,0.0037,165,247,169,165
logreg/L66,logreg,66,social,last_pooled,746,0.537,0.0212,0.0758,0.0037,165,247,169,165
mlp/L45,mlp,45,entertainment,top10_mean,160,0.537,0.0,0.0459,0.9696,48,38,13,61
logreg/L23,logreg,23,entertainment,threshold_05,160,0.5369,0.0917,0.3211,0.2393,45,47,4,64
logreg/L26,logreg,26,education,max,150,0.5369,0.0,0.0,0.9999,31,42,68,9
logreg/L58,logreg,58,economy,threshold_05,132,0.5368,0.0175,0.0702,0.2346,18,63,12,39
logreg/L67,logreg,67,economy,mean,132,0.5368,0.0175,0.0526,0.2205,18,63,12,39
logreg/L8,logreg,8,education,top10_mean,150,0.5363,0.0,0.075,0.9999,15,86,24,25
logreg/L18,logreg,18,economy,top10_mean,132,0.5361,0.0,0.0,1.0,10,71,4,47
logreg/L49,logreg,49,education,last,150,0.536,0.025,0.025,0.0007,17,80,30,23
logreg/L73,logreg,73,economy,mean,132,0.5359,0.0175,0.0175,0.3335,21,60,15,36
logreg/L75,logreg,75,economy,max_pooled,746,0.5358,0.0,0.0333,0.9996,146,260,156,184
logreg/L75,logreg,75,education,max_pooled,746,0.5358,0.0,0.0333,0.9996,146,260,156,184
logreg/L75,logreg,75,entertainment,max_pooled,746,0.5358,0.0,0.0333,0.9996,146,260,156,184
logreg/L75,logreg,75,healthcare,max_pooled,746,0.5358,0.0,0.0333,0.9996,146,260,156,184
logreg/L75,logreg,75,social,max_pooled,746,0.5358,0.0,0.0333,0.9996,146,260,156,184
logreg/L54,logreg,54,economy,mean,132,0.5357,0.0175,0.0702,0.0908,40,30,45,17
logreg/L76,logreg,76,economy,top5_mean,132,0.5357,0.0,0.1053,0.916,54,11,64,3
logreg/L32,logreg,32,economy,last_pooled,746,0.5355,0.0061,0.0697,0.0546,113,321,95,217
logreg/L32,logreg,32,education,last_pooled,746,0.5355,0.0061,0.0697,0.0546,113,321,95,217
logreg/L32,logreg,32,entertainment,last_pooled,746,0.5355,0.0061,0.0697,0.0546,113,321,95,217
logreg/L32,logreg,32,healthcare,last_pooled,746,0.5355,0.0061,0.0697,0.0546,113,321,95,217
logreg/L32,logreg,32,social,last_pooled,746,0.5355,0.0061,0.0697,0.0546,113,321,95,217
logreg/L59,logreg,59,economy,top5_mean,132,0.5354,0.0351,0.1228,0.8763,53,14,61,4
logreg/L29,logreg,29,economy,last_pooled,746,0.5353,0.0485,0.0697,0.0021,147,276,140,183
logreg/L29,logreg,29,education,last_pooled,746,0.5353,0.0485,0.0697,0.0021,147,276,140,183
logreg/L29,logreg,29,entertainment,last_pooled,746,0.5353,0.0485,0.0697,0.0021,147,276,140,183
logreg/L29,logreg,29,healthcare,last_pooled,746,0.5353,0.0485,0.0697,0.0021,147,276,140,183
logreg/L29,logreg,29,social,last_pooled,746,0.5353,0.0485,0.0697,0.0021,147,276,140,183
logreg/L55,logreg,55,economy,mean,132,0.5352,0.0175,0.0351,0.1055,41,30,45,16
logreg/L2,logreg,2,social,top5_mean,147,0.5349,0.0,0.0,1.0,62,17,59,9
logreg/L58,logreg,58,economy,max,132,0.5349,0.0,0.0702,1.0,16,62,13,41
svm_rbf/L50,svm_rbf,50,economy,last_pooled,746,0.5347,0.0455,0.0939,0.3788,202,191,225,128
svm_rbf/L50,svm_rbf,50,education,last_pooled,746,0.5347,0.0455,0.0939,0.3788,202,191,225,128
svm_rbf/L50,svm_rbf,50,entertainment,last_pooled,746,0.5347,0.0455,0.0939,0.3788,202,191,225,128
svm_rbf/L50,svm_rbf,50,healthcare,last_pooled,746,0.5347,0.0455,0.0939,0.3788,202,191,225,128
svm_rbf/L50,svm_rbf,50,social,last_pooled,746,0.5347,0.0455,0.0939,0.3788,202,191,225,128
logreg/L16,logreg,16,social,top5_mean,147,0.5346,0.0,0.0,1.0,34,49,27,37
logreg/L78,logreg,78,economy,top10_mean_pooled,746,0.5345,0.0121,0.0485,0.7889,233,160,256,97
logreg/L78,logreg,78,education,top10_mean_pooled,746,0.5345,0.0121,0.0485,0.7889,233,160,256,97
logreg/L78,logreg,78,entertainment,top10_mean_pooled,746,0.5345,0.0121,0.0485,0.7889,233,160,256,97
